CustomerID,First_name,Last_name,Age,Gender,Country,City,Email,Phone,Signup_Date,Last_Purchase_Date,Total_Purchase_Amount,Num_Orders,Product_Category,Rating,Loyalty_Tier,Annual_Income,Discount_Used,Churn_Status
CUST010588,Brandi,Walton,62,F,UK,North Davidberg,joshua30@example.com,(469)5674148,2019-08-20 23:07:25.504455,2020-07-12 10:14:03.056430,224527.0,1140.0,Food,2.0,Gold,182476.56,Yes,1
CUST029172,Amy,Welch,30,M,USA,Janiceland,margaretreynolds@example.com,0013598736597,2020-10-01 03:25:55.323553,2021-06-16 23:01:40.765007,451781.0,950.0,Food,1.0,Silver,192596.77,No,0
CUST043718,Kelly,Mcdonald,53,M,PK,Rodriguezburgh,johnsonrose@example.com,(942)5635999,2021-08-15 20:22:37.789577,2022-03-09 17:13:18.667986,102724.0,1080.0,Electronics,3.0,Platinum,159943.28,No,1
CUST099949,Kim,Rivera,21,F,USA,North Laurenville,elizabeth14@example.org,2809557633,2024-12-29 21:10:54.810548,2024-12-31 01:38:14.266942,189625.0,640.0,Books,5.0,Platinum,132429.77,No,0
CUST010605,Richard,Sherman,28,F,USA,Chrisborough,princedanny@example.com,(459)4099728,2019-08-21 08:03:47.234272,2020-07-12 17:41:18.300783,197098.0,270.0,Electronics,5.0,Gold,87116.17,No,1
CUST028522,Antonio,Nichols,63,M,PK,Jeffreyborough,mckinneydaniel@example.net,0014458606526,2020-09-16 21:37:57.418774,2021-06-05 02:00:47.304473,462836.0,1300.0,Electronics,4.0,Platinum,72724.43,No,0
CUST056389,Luis,Smith  ,66,M,PK,North Garrett,,0018875728574,2022-05-20 11:21:44.761047,2022-10-27 05:15:26.973269,340867.0,1480.0,Clothing,2.0,Silver,101575.46,No,0
CUST046582,Dr.,Rodney Sheppard,36,F,PK,North Jennifer,carlyjames@example.org,4355501277,2021-10-17 14:23:52.742327,2022-05-01 01:02:28.069480,400775.0,230.0,Clothing,2.0,Bronze,175885.95,No,0
CUST077108,Sabrina,Neal DDS,51,M,USA,East Dianabury,dudleymatthew@example.net,(449)6255603,2023-08-17 10:21:01.236612,2023-11-09 18:12:55.663756,443089.0,80.0,Food,,Bronze,104642.12,No,0
CUST006448,Michael,Carroll,19,M,UK,East Jared,johnny80@example.org,(575)5189722,2019-05-22 06:07:27.772477,2020-04-27 18:54:31.784717,11676.0,1270.0,Food,5.0,Platinum,105787.04,No,0
CUST060124,Todd,Bond,51,M,UK,North Samuelfurt,shane27@example.org,(907)4845992,2022-08-10 07:23:40.106201,2023-01-03 10:59:48.011880,391177.0,770.0,Clothing,5.0,Bronze,86478.32,No,0
CUST056174,Matthew,Gardner,65,F,UK,Port Virginia,campbellbilly@example.org,4042672967,2022-05-15 18:18:20.531005,2022-10-23 06:59:00.059400,225963.0,1000.0,Clothing,3.0,Silver,60741.23,Yes,0
CUST044194,Barbara,Lawson,25,M,UK,Michaelland,joanna30@example.org,4069644929,2021-08-26 06:40:46.224462,2022-03-18 09:56:25.509855,428276.0,1330.0,Electronics,5.0,Silver,67566.32,Yes,0
CUST069461,Patricia,Booker,40,M,PK,West Loriville,jessicagallagher@example.org,0015213457361,2023-03-02 21:12:41.947619,2023-06-23 01:07:31.336513,8758.0,550.0,Electronics,2.0,Silver,179138.51,No,0
CUST040578,Edward,Rosario,33,F,UK,Davishaven,sharonvillegas@example.com,(865)5985526,2021-06-08 01:13:22.988029,2022-01-11 08:22:51.181711,60533.0,80.0,Food,,Silver,41077.6,Yes,1
CUST028628,Diane,Davis,45,F,UK,East George,paullowe@example.net,0016114679327,2020-09-19 05:22:19.969399,2021-06-07 00:29:32.945729,82343.0,840.0,Electronics,2.0,Silver,140305.31,No,1
CUST057798,Olivia,Garrett,46,F,PK,North Mark,umoore@example.org,+12407125487,2022-06-20 08:16:42.250022,2022-11-21 23:04:55.166951,112475.0,460.0,Food,,Gold,157872.35,No,0
CUST052713,Alexis,Sanchez,68,F,PK,Port Lisachester,owilson@example.net,+13592415670,2022-02-28 22:21:18.948789,2022-08-21 01:23:20.018000,119015.0,920.0,Food,4.0,Silver,82279.27,No,0
CUST074266,Diana,Smith,43,M,USA,Wilsonmouth,turnerrobert@example.com,(295)8368651,2023-06-16 03:53:53.228332,2023-09-18 20:02:34.225542,51226.0,50.0,Food,1.0,Gold,155483.18,No,1
CUST056687,Carol,Brown,54,F,USA,Lake Matthewfurt,lovebradley@example.org,+14168874295,2022-05-27 00:03:51.554315,2022-11-01 15:55:33.021330,104982.0,390.0,Books,,Silver,80647.42,Yes,1
CUST084448,Angel,Harper,38,F,UK,Terrihaven,qrobinson@example.org,0013097085242,2024-01-25 06:03:16.345963,2024-03-22 20:41:27.048870,35398.0,1140.0,Food,3.0,Bronze,140147.03,No,0
CUST015865,Alex,Sherman,50,M,PK,East Michael,jacob09@example.net,(369)4982583,2019-12-14 14:00:33.048330,2020-10-16 20:06:58.612186,323056.0,390.0,Beauty,4.0,Platinum,89365.24,No,0
CUST059225,Robert,Garner,28,F,UK,South Jessicaside,djohnson@example.org,(962)3185126,2022-07-21 14:39:34.511745,2022-12-18 00:47:57.148771,383672.0,1100.0,Electronics,,Platinum,105861.41,Yes,1
CUST029929,Christopher,Reynolds,50,M,PK,South Michael,ryanliu@example.net,2777591007,2020-10-17 17:29:48.821888,2021-06-30 18:57:38.410584,142793.0,940.0,Electronics,3.0,Bronze,35357.0,No,1
CUST047405,Karen,King,71,F,UK,Victoriaport,kevin85@example.net,+18586872289,2021-11-04 15:10:07.074070,2022-05-16 01:54:49.604896,11699.0,370.0,Clothing,5.0,Silver,184793.8,Yes,1
CUST001895,Joshua,Jackson,32,F,UK,Sandersmouth,sara96@example.org,(773)5848159,2019-02-11 11:57:03.310233,2020-02-04 14:29:21.929619,196585.0,520.0,Beauty,3.0,Platinum,141808.1,No,0
CUST018408,Kristi,Garcia,72,F,GB,Lisaborough,ybeck@example.net,+14047861327,2020-02-08 07:14:01.220412,2020-12-02 07:10:55.458554,482228.0,900.0,Food,5.0,Bronze,190309.43,Yes,1
CUST085410,Blake,Fernandez,62,M,PK,South Bradshire,jaimerivera@example.org,(882)8198705,2024-02-15 07:55:03.645036,2024-04-09 10:30:46.170461,84293.0,1430.0,Clothing,,Bronze,134789.91,Yes,1
CUST005065,John,Jones,18,M,UK,Hessborough,john99@example.net,8349278146,2019-04-21 22:52:49.399693,2020-04-02 12:29:05.729457,253795.0,1330.0,Electronics,2.0,Silver,199798.01,No,0
CUST037850,Dr.,Christopher White,19,M,USA,Barkerview,brucemegan@example.com,+17643245026,2021-04-09 06:43:01.873818,2021-11-22 12:11:43.735037,24968.0,820.0,Beauty,1.0,Bronze,37056.69,No,0
CUST008976,Dan,Cunningham,24,F,UK,Jonathanberg,jessica30@example.org,0016553390807,2019-07-16 15:27:40.300603,2020-06-12 23:23:50.474304,416521.0,870.0,Books,,Silver,191931.29,No,1
CUST026157,Connie,Huffman,27,M,PK,Evansberg,mwright@example.net,3336079019,2020-07-27 02:00:30.888308,2021-04-22 20:59:51.251912,83908.0,140.0,Food,2.0,Silver,124111.38,Yes,1
CUST013667,Ronald,Taylor,20,M,PK,Hallbury,jennifer68@example.org,4262747901,2019-10-27 10:12:04.687246,2020-09-06 16:19:39.371793,340797.0,10.0,Electronics,5.0,Bronze,161523.7,Yes,0
CUST007611,Laura,Campbell,52,F,PK,Taylorton,angelahall@example.org,8176347813,2019-06-16 17:40:56.700567,2020-05-19 00:51:58.207182,319603.0,1140.0,Books,4.0,Platinum,144655.68,No,0
CUST039497,Emily,Santana,59,M,UK,North Bryan,delgadoandrea@example.org,(495)7615677,2021-05-15 08:47:03.580235,2021-12-22 14:22:45.349653,29872.0,1240.0,Clothing,3.0,Gold,32726.74,Yes,0
CUST051989,Alan,Mckenzie,30,M,GB,Jasonville,kevin79@example.com,9795532978,2022-02-13 01:38:35.867158,2022-08-07 19:55:34.317343,142146.0,1240.0,Books,4.0,Gold,121573.69,Yes,0
CUST054551,Nicole,Thomas,25,F,PK,New Anitaland,ksmith@example.org,0012826569167,2022-04-10 04:51:31.854918,2022-09-23 15:19:23.495634,71118.0,1410.0,Electronics,3.0,Bronze,120063.6,Yes,1
CUST037848,Natalie,Mooney DDS,46,M,UK,Robertsland,deannadelgado@example.com,3897877591,2021-04-09 05:39:55.787957,2021-11-22 11:19:06.647466,140512.0,1240.0,Clothing,2.0,Silver,135541.81,No,1
CUST063879,Phillip,Turner,21,F,PK,Simsfurt,erivas@example.com,0013213231778,2022-10-31 13:56:36.309963,2023-03-13 01:30:19.926199,444121.0,1240.0,Books,1.0,Gold,104398.42,Yes,0
CUST025378,Kayla,Baxter,65,F,PK,Scottland,woodwilliam@example.org,7353328646,2020-07-10 00:22:30.445504,2021-04-08 15:25:05.643056,137712.0,290.0,Food,2.0,Gold,88246.82,Yes,1
CUST034481,Bonnie,Hayes,32,M,USA,Joshuaport,zacharysanders@example.org,(390)2650795,2021-01-25 11:08:40.241202,2021-09-21 22:56:29.721897,441261.0,700.0,Clothing,2.0,Gold,78451.05,Yes,1
CUST029275,Kelsey,Baird,56,M,UK,East Susan,angelastanton@example.net,(581)3579768,2020-10-03 09:35:38.745387,2021-06-18 20:11:30.774907,307461.0,1150.0,Clothing,2.0,Silver,24138.51,Yes,1
CUST012738,Andrew,Hicks,68,M,PK,Perezfurt,tramsey@example.org,(934)4054631,2019-10-07 01:41:27.804878,2020-08-20 16:58:32.195121,388468.0,1030.0,Electronics,5.0,Gold,141087.93,Yes,0
CUST003129,Daniel,Brown,46,M,USA,New John,michaellam@example.com,+16387971906,2019-03-10 12:50:38.286382,2020-02-27 03:34:44.960849,27203.0,910.0,Food,,Silver,42633.06,No,1
CUST014677,Kayla,Le,31,M,UK,Bethanyfort,webbmatthew@example.net,8668367110,2019-11-18 13:18:18.046980,2020-09-25 03:11:48.595085,298996.0,1020.0,Electronics,3.0,Platinum,20916.51,No,0
CUST008756,Desiree,Henry,66,M,UK,Bradberg,leedaniel@example.com,6577311005,2019-07-11 19:46:30.855908,2020-06-08 22:55:50.841508,423375.0,660.0,Clothing,4.0,Bronze,61538.74,No,1
CUST037926,Paul,Harvey,65,M,USA,Lake Lawrence,nortiz@example.net,(890)4642583,2021-04-10 22:40:53.136531,2021-11-23 21:31:13.062730,299331.0,1060.0,Books,2.0,Bronze,165301.26,No,0
CUST009296,Lori,Scott,65,F,UK,Port Tiffanymouth,gharris@example.org,8597166442,2019-07-23 15:43:54.038340,2020-06-18 19:42:44.485644,57781.0,200.0,Beauty,,Silver,100221.12,Yes,1
CUST015036,Jason,Black,47,F,USA,Pamelafort,brooksjohn@example.net,7444423600,2019-11-26 10:05:00.459004,2020-10-01 16:36:45.814058,114742.0,960.0,Food,3.0,Silver,140617.54,Yes,1
CUST058085,Dwayne,Lam Jr.,65,M,GB,Gillland,kbecker@example.com,6195796301,2022-06-26 15:11:45.571055,2022-11-27 04:55:37.233372,430486.0,940.0,Books,4.0,Silver,100603.82,No,0
CUST094231,Taylor,Mendoza,41,M,GB,South Brooke,wardmatthew@example.org,(842)2254439,2024-08-26 14:23:55.334353,2024-09-17 14:23:00.901809,391391.0,970.0,Electronics,,Gold,91108.07,No,0
CUST050061,Rebecca,Griffin,25,M,USA,Geraldbury,nyu@example.net,(904)3692179,2022-01-01 19:48:49.097290,2022-07-03 14:31:41.899018,59427.0,1180.0,Food,5.0,Gold,125315.94,Yes,0
CUST048583,Cassandra,Winters,24,F,PK,Malikburgh,brenda60@example.org,(904)8958007,2021-11-30 10:36:51.646116,2022-06-06 14:26:54.184141,29906.0,1200.0,Beauty,,Gold,168580.35,No,0
CUST094213,Marvin,Lewis,34,M,PK,Brownmouth,,0017825063998,2024-08-26 04:56:00.561605,2024-09-17 06:29:27.113671,236402.0,90.0,Food,1.0,Gold,40551.24,No,0
CUST078505,Emily,Wilson,36,M,UK,Leviberg,stoutbeth@example.net,3125922322,2023-09-17 00:57:22.210422,2023-12-05 06:46:41.332013,13678.0,750.0,Books,2.0,Bronze,164633.84,No,1
CUST053118,Mary,Ruiz,18,F,USA,New Jose,wpena@example.com,0013363851315,2022-03-09 19:19:21.335613,2022-08-28 10:58:30.251102,241906.0,1370.0,Beauty,1.0,Gold,70733.18,Yes,0
CUST058526,Daniel,Ingram,20,F,USA,South Courtneymouth,watsonelizabeth@example.org,+14899232024,2022-07-06 07:05:37.503375,2022-12-05 06:17:55.042750,8343.0,390.0,Food,,Silver,32449.55,Yes,1
CUST037724,Richard,Barnett,26,M,PK,Julieland,lindamoran@example.org,+14068379927,2021-04-06 12:27:38.464584,2021-11-20 04:56:47.218072,19393.0,70.0,Electronics,5.0,Platinum,190109.28,Yes,0
CUST000168,Kiara,Martinez,68,F,PK,West George,jonespamela@example.com,(381)2492670,2019-01-04 15:48:58.169381,2020-01-04 01:13:36.812168,180109.0,180.0,Clothing,4.0,Gold,31238.24,Yes,0
CUST047312,Eric,Ramsey,39,F,GB,Rodriguezland,bryancarr@example.org,4722659928,2021-11-02 14:15:54.081540,2022-05-14 09:08:05.032850,468746.0,1190.0,Electronics,5.0,Gold,47655.17,No,1
CUST024602,Andre,Brady,33,F,GB,Lake David,pattersonemily@example.net,8977431841,2020-06-23 00:19:09.131491,2021-03-25 11:09:15.665556,276954.0,820.0,Clothing,2.0,Gold,117181.4,Yes,0
CUST081321,Jackson,Roberts,49,M,USA,West James,stephanie54@example.com,3753360241,2023-11-17 17:44:11.102511,2024-01-25 17:33:00.631806,399051.0,340.0,Books,1.0,Silver,168133.83,No,1
CUST042368,Melissa,James,52,M,USA,New Heidiside,donald75@example.org,7356656239,2021-07-17 06:29:09.833498,2022-02-13 01:16:04.557645,66481.0,780.0,Food,,Silver,58696.79,No,1
CUST055523,Sarah,Gross,46,F,USA,Hortonport,warnerchad@example.net,+18507519057,2022-05-01 11:58:49.583295,2022-10-11 09:31:48.055080,105171.0,140.0,Electronics,1.0,Gold,79503.9,No,1
CUST033046,Elizabeth,Baxter,23,M,PK,North Elijah,wattsjessica@example.net,+18766458290,2020-12-25 00:33:23.636036,2021-08-26 17:42:59.389793,342491.0,1320.0,Books,1.0,Bronze,73338.58,No,1
CUST032413,Rebecca,Cummings,71,F,UK,East Lawrenceburgh,coxmartin@example.org,6364854535,2020-12-11 03:41:47.461074,2021-08-15 04:09:21.173611,149119.0,690.0,Books,1.0,Gold,136979.92,Yes,0
CUST046599,Michael,Clark,56,M,UK,Lake Cynthia,andersonjonathan@example.net,(960)8450414,2021-10-17 23:20:14.472144,2022-05-01 08:29:43.313833,481147.0,670.0,Beauty,2.0,Bronze,161396.16,No,0
CUST095601,Taylor,Lewis,41,M,PK,North Catherineberg,dgordon@example.org,6665733950,2024-09-25 14:48:24.149041,2024-10-12 15:06:25.887858,319935.0,420.0,Electronics,3.0,Silver,26629.09,No,1
CUST053530,Krystal,Jones,69,M,UK,Melindaville,debbie21@example.org,+18015819508,2022-03-18 19:58:15.022950,2022-09-04 23:37:50.290702,268034.0,1440.0,Food,5.0,Silver,115889.95,Yes,0
CUST050561,Scott,Neal,73,F,USA,North Tiffanyland,jacksonamanda@example.com,0013669914271,2022-01-12 18:44:10.562505,2022-07-12 17:46:13.791737,395082.0,1470.0,Books,3.0,Bronze,189946.75,Yes,0
CUST063232,Joel,Merritt,65,F,UK,Lake Michael,eric44@example.org,7368660553,2022-10-17 09:43:17.533975,2023-03-01 05:48:22.097020,166033.0,1080.0,Food,3.0,Gold,54725.06,No,1
CUST012536,Ruben,Shelton,50,F,PK,Port Monica,iflores@example.org,8095607749,2019-10-02 15:28:13.132931,2020-08-17 00:24:06.350463,422785.0,430.0,Books,4.0,Platinum,61774.2,No,1
CUST099383,Renee,Lopez,54,M,PK,Martinezchester,brian04@example.org,0015437792830,2024-12-17 11:33:12.511925,2024-12-20 17:27:18.484384,369314.0,370.0,Clothing,5.0,Silver,159784.49,No,1
CUST096597,Amy,Holden,43,F,GB,Thomashaven,frenchmartin@example.com,7465868031,2024-10-17 10:32:54.907749,2024-10-30 19:50:15.498154,,890.0,Books,3.0,Silver,131986.17,No,1
CUST006314,Jake,Lucas,35,F,PK,Kingberg,lcunningham@example.com,6607468049,2019-05-19 07:39:40.019800,2020-04-25 08:09:06.917469,461621.0,140.0,Clothing,4.0,Bronze,191058.54,Yes,0
CUST064494,Kim,Wilson,74,M,USA,Lewischester,blackhannah@example.net,2977783673,2022-11-14 01:20:17.712177,2023-03-24 07:10:24.354243,155514.0,150.0,Electronics,,Gold,,Yes,1
CUST097600,Kimberly,Martin,30,M,UK,North Stephanietown,dmitchell@example.net,0019327638634,2024-11-08 09:58:16.966969,2024-11-18 03:38:14.914949,193184.0,1070.0,Clothing,5.0,Platinum,23796.8,Yes,0
CUST071065,Antonio,Rivera,26,M,USA,Port Christianborough,gjones@example.net,5832410532,2023-04-07 00:40:02.808028,2023-07-22 08:27:15.568355,369716.0,1280.0,Clothing,3.0,Silver,33735.84,Yes,1
CUST096940,Michelle,Robinson,48,M,PK,Fordburgh,diazpeter@example.net,7765079462,2024-10-24 22:54:48.632886,2024-11-06 02:14:16.016560,342396.0,50.0,Books,,Silver,28263.7,No,0
CUST031272,Eduardo,Sims,59,M,UK,Phillipberg,cstewart@example.com,+14758412291,2020-11-16 03:42:25.477454,2021-07-25 07:50:42.714427,463679.0,450.0,Books,5.0,Silver,150841.14,No,0
CUST056088,Stephanie,Collins,31,F,UK,New Samuel,hquinn@example.net,7515510344,2022-05-13 21:04:58.838988,2022-10-21 17:16:25.293852,329117.0,1250.0,Food,5.0,Gold,25803.31,Yes,0
CUST015694,Michael,Castillo,57,M,USA,Murrayland,denisecampbell@example.org,(232)7906905,2019-12-10 20:05:22.707227,2020-10-13 17:08:07.624876,28647.0,1310.0,Clothing,4.0,Silver,108266.68,Yes,0
CUST011442,Mallory,Brooks,46,F,PK,South Kathryn,lindadavis@example.net,(581)8599903,2019-09-08 16:11:44.167041,2020-07-28 00:41:59.449194,283809.0,1030.0,Beauty,1.0,Platinum,69751.68,No,0
CUST045796,Michael,Dickerson,20,F,PK,Amandamouth,fritter@example.net,3979743425,2021-09-30 09:05:00.999010,2022-04-16 16:23:32.654126,413568.0,600.0,Electronics,4.0,Platinum,173527.99,Yes,0
CUST055791,Michael,Cline,42,F,GB,New Markton,bwiley@example.org,7102074496,2022-05-07 08:54:25.088650,2022-10-16 07:02:37.789577,43449.0,690.0,Food,,Bronze,55548.1,No,0
CUST028371,Scott,Willis,42,M,PK,Harringtonberg,larryalvarado@example.com,7877193196,2020-09-13 14:13:47.936279,2021-06-02 07:48:07.192871,129948.0,1300.0,Clothing,2.0,Bronze,49943.77,Yes,0
CUST031993,Jason,Shaffer,40,F,USA,Thomasview,cookeedward@example.org,(261)3283870,2020-12-01 22:50:29.430294,2021-08-07 11:59:32.783727,226105.0,1410.0,Electronics,2.0,Gold,176810.08,Yes,1
CUST028965,Kyle,George,26,F,PK,Hobbstown,ravenadams@example.org,9258717630,2020-09-26 14:34:55.436954,2021-06-13 04:15:42.201422,36320.0,310.0,Books,1.0,Gold,75512.58,Yes,0
CUST051944,Kathleen,Duarte,37,F,UK,Port Valerie,maria85@example.com,3197417718,2022-02-12 01:58:48.935289,2022-08-07 00:11:39.846998,424645.0,1250.0,Food,1.0,Silver,155671.67,Yes,0
CUST071966,Jason,Perry,30,M,PK,South Albertside,khale@example.org,6103086445,2023-04-26 18:27:14.488344,2023-08-07 19:31:43.519035,54305.0,1100.0,Books,5.0,Silver,134727.9,Yes,0
CUST049710,Holly,Stanley,63,M,UK,Lynchmouth,alvaradodaniel@example.net,+14226622976,2021-12-25 03:14:31.028710,2022-06-27 04:37:13.030330,352817.0,760.0,Books,3.0,Gold,70544.61,No,0
CUST043385,April,Sullivan,73,M,USA,Martinezbury,davisjennifer@example.net,(572)6366901,2021-08-08 13:16:14.493744,2022-03-03 15:12:23.587435,319648.0,1430.0,Electronics,4.0,Bronze,150706.91,No,0
CUST074518,Shawn,Adkins,28,M,PK,West Sheenaland,ericvillegas@example.com,+14375411741,2023-06-21 16:24:40.046800,2023-09-23 10:32:27.259472,160333.0,1150.0,Food,5.0,Bronze,55921.21,Yes,1
CUST011682,Dwayne,House,38,M,GB,North Patrickmouth,nicoleanderson@example.net,0013554429699,2019-09-13 22:23:54.470344,2020-08-01 09:56:09.957699,377366.0,360.0,Electronics,5.0,Silver,89656.28,No,1
CUST010065,Christina,Collins,70,F,USA,South Nancy,foxrobin@example.com,9562474651,2019-08-09 12:06:24.051840,2020-07-02 20:54:24.656646,287668.0,1100.0,Clothing,,Bronze,143243.29,No,0
CUST064358,Jeffrey,Gutierrez,51,M,PK,Lake Rebeccaville,,+13379317241,2022-11-11 01:49:23.873638,2023-03-21 19:32:22.399423,292288.0,610.0,Books,5.0,Bronze,158106.94,No,1
CUST019264,Rodney,Lee,38,F,UK,Davidview,pottsreginald@example.com,(537)5478082,2020-02-27 01:21:25.968859,2020-12-17 22:31:28.938889,3348.0,170.0,Beauty,4.0,Silver,49432.4,Yes,0
CUST064553,Bonnie,Oneal,46,F,UK,East Michaelburgh,joseph00@example.net,(564)8216687,2022-11-15 08:21:47.245072,2023-03-25 09:02:38.437584,121779.0,770.0,Books,5.0,Silver,127840.93,No,0
CUST038599,Corey,Black,44,M,UK,Kellyfurt,justin44@example.org,6432172612,2021-04-25 16:34:31.028710,2021-12-06 04:37:13.030330,117253.0,210.0,Food,3.0,Gold,96061.94,No,0
CUST063020,Mary,Jacobs,33,M,PK,North Carlosburgh,elizabethcampbell@example.com,7658798149,2022-10-12 18:14:32.432724,2023-02-25 08:50:50.814508,124296.0,470.0,Books,3.0,Platinum,70782.42,Yes,1
CUST006694,Ryan,Anderson,72,M,UK,Glassville,karen53@example.com,0013152471667,2019-05-27 15:28:56.333363,2020-05-02 06:46:33.555935,180815.0,440.0,Books,1.0,Bronze,137535.16,Yes,1
CUST065998,Devin,Booker,59,F,USA,South Douglasstad,srivera@example.com,3505821476,2022-12-17 00:12:34.279542,2023-04-20 18:39:14.207542,185089.0,850.0,Beauty,3.0,Silver,145020.76,Yes,0
CUST001102,Wendy,Young,72,F,USA,Ashleyville,laura86@example.com,6234101040,2019-01-25 02:57:20.266402,2020-01-21 02:46:16.707767,153482.0,500.0,Food,2.0,Bronze,27097.67,No,1
CUST097204,John,Mcbride,46,M,PK,Port Tiffanyberg,cprice@example.net,0016353801983,2024-10-30 17:44:11.966519,2024-11-10 21:59:51.575915,379511.0,780.0,Food,2.0,Gold,146149.53,No,1
CUST061224,Dr.,David Owens,66,F,UK,Pearsonview,charlesshepherd@example.org,4065646323,2022-09-03 09:49:27.329673,2023-01-23 13:19:46.175861,54157.0,60.0,Clothing,1.0,Bronze,169698.6,No,0
CUST004554,Casey,Hayes,30,F,GB,Port Travis,kathrynjohnson@example.com,6454611371,2019-04-10 18:10:24.462244,2020-03-24 04:25:09.855098,253319.0,320.0,Books,3.0,Silver,23391.51,No,0
CUST027721,James,Black,44,F,UK,East Davidside,edavenport@example.com,6725916007,2020-08-30 08:25:50.031500,2021-05-21 10:47:13.732337,39523.0,70.0,Food,,Bronze,169220.64,No,1
CUST025984,Becky,Walton,37,M,PK,Romeroborough,smithbrittany@example.net,6994146580,2020-07-23 07:02:14.461344,2021-04-19 17:08:23.177031,456647.0,650.0,Electronics,2.0,Silver,166276.97,No,0
CUST083602,Jeremy,King,32,M,UK,North Michaelfurt,,0017783154331,2024-01-06 17:11:22.026820,2024-03-07 09:43:59.006390,16446.0,950.0,Beauty,3.0,Silver,179984.99,Yes,1
CUST040295,Karen,Mccoy,57,F,PK,New Lindseymouth,amanda74@example.net,(281)9011018,2021-06-01 20:24:31.838718,2022-01-06 04:17:23.290432,259492.0,1160.0,Electronics,2.0,Silver,130241.24,Yes,0
CUST005113,Amy,Johnson PhD,69,M,UK,Spearsmouth,xjohnson@example.com,(490)3896062,2019-04-23 00:07:15.460354,2020-04-03 09:31:55.831158,63898.0,970.0,Books,2.0,Gold,127259.22,Yes,1
CUST088149,Randy,Sanchez,48,F,USA,North Connor,wbennett@example.org,4923385825,2024-04-15 08:12:28.231482,2024-05-29 11:31:17.598775,293447.0,830.0,Clothing,,Platinum,163287.21,No,0
CUST005900,Abigail,Johnston,52,F,USA,Lake Jasmine,travismitchell@example.com,3582821564,2019-05-10 05:57:40.246602,2020-04-17 18:37:09.790297,145501.0,610.0,Books,4.0,Bronze,81704.79,No,0
CUST086943,Brenda,Alexander,27,M,UK,Rollinsfort,xdean@example.org,3898882152,2024-03-19 22:02:18.457384,2024-05-07 10:42:33.793537,190748.0,1210.0,Electronics,3.0,Silver,98545.07,No,0
CUST089380,Ronald,Villarreal,64,F,PK,Adamsview,gcross@example.com,3767333024,2024-05-12 07:31:24.078840,2024-06-20 23:17:44.998649,341099.0,890.0,Books,2.0,Bronze,163375.09,Yes,1
CUST088166,Mary,Campbell,22,F,UK,Joseshire,ngomez@example.org,8009030940,2024-04-15 17:08:49.961299,2024-05-29 18:58:32.843128,266164.0,180.0,Books,2.0,Gold,38050.4,No,0
CUST074082,Janet,Brown,38,M,UK,Kingborough,davishannah@example.net,(683)7929415,2023-06-12 03:08:33.329133,2023-09-15 11:21:42.169021,215832.0,1340.0,Clothing,4.0,Bronze,117730.52,No,0
CUST058579,Brian,Contreras,60,F,UK,Russellborough,fperry@example.com,(934)8072174,2022-07-07 10:57:48.778687,2022-12-06 05:32:17.863378,107516.0,1450.0,Food,3.0,Gold,51712.74,Yes,0
CUST062657,Leah,Young,55,F,UK,Port Gina,nmoreno@example.org,+13642920440,2022-10-04 19:21:37.848978,2023-02-18 17:40:39.420394,143354.0,680.0,Beauty,5.0,Bronze,145013.09,No,0
CUST093235,Eric,Mayer,41,F,PK,Latashafurt,michelle26@example.net,6905579766,2024-08-04 18:39:24.575645,2024-08-30 09:39:11.291512,286449.0,90.0,Books,4.0,Silver,117375.65,Yes,1
CUST039017,Stephen,Thomas,40,M,PK,Port Ryanland,stevensonjoseph@example.org,+16212594051,2021-05-04 20:22:42.973629,2021-12-13 19:54:24.332643,210137.0,670.0,Food,3.0,Gold,72186.04,Yes,1
CUST093934,Kevin,Benson,26,F,PK,Amyfort,ronald12@example.net,+12358851148,2024-08-20 02:13:21.584015,2024-09-12 04:09:13.397533,49019.0,190.0,Books,3.0,Bronze,,Yes,0
CUST091050,Brett,Hudson,23,M,USA,Brentbury,jenniferbyrd@example.net,5168287368,2024-06-17 21:41:05.772657,2024-07-21 11:33:53.120331,255101.0,1360.0,Food,5.0,Bronze,65098.1,Yes,1
CUST013833,Randy,Gross,42,M,USA,Johnborough,zachary91@example.com,9195547462,2019-10-31 01:29:29.813698,2020-09-09 17:06:57.640176,199916.0,730.0,Beauty,4.0,Bronze,66476.88,No,1
CUST080360,Alison,Garcia,62,F,PK,Caseport,michael24@example.org,+14775934845,2023-10-27 16:23:56.846368,2024-01-08 04:10:00.054000,305677.0,1280.0,Books,5.0,Bronze,,Yes,1
CUST013832,Madison,Reilly,53,M,UK,Matthewmouth,matthewshelton@example.org,6138788895,2019-10-31 00:57:56.770767,2020-09-09 16:40:39.096390,268539.0,300.0,Food,,Platinum,176667.77,Yes,1
CUST082976,Carol,Brooks,49,M,UK,East Scottborough,reynoldsaaron@example.net,(297)4999011,2023-12-24 00:00:37.152371,2024-02-24 23:14:30.596705,95962.0,1070.0,Electronics,4.0,Bronze,57368.55,No,1
CUST001577,Jeffrey,Hansen,27,F,USA,Reynoldsborough,chad65@example.net,+13668692090,2019-02-04 12:43:55.658356,2020-01-29 19:03:05.005850,195602.0,460.0,Food,4.0,Gold,139172.05,Yes,0
