CustomerID,Full_Name,Age,Gender,Country,City,Email,Phone,Signup_Date,Last_Purchase_Date,Total_Purchase_Amount,Num_Orders,Product_Category,Rating,Loyalty_Tier,Annual_Income,Discount_Used,Churn_Status
CUST068537,Malik Cooper,46.0,Female,UK,Christinefurt,williamsisaac@example.org,479-232-4718x56182,2023-02-10 15:19:50.279902,2023-06-06 03:57:56.878768,1243.15,31.0,Beauty,,Bronze,112881.29,Yes,Churned
CUST015989,Patrick Ward,50.0,Female,GB,Aaronborough,jenniferwarner@example.net,685-926-7305x507,2019-12-17 07:12:50.371703,2020-10-19 02:29:18.041580,3375.73,114.0,Beauty,5.0,bronze,198841.8,no,1
CUST033680,Sally Bruce,61.0,male,United States,Davilaside,veronicaharmon@example.org,607-217-8387x301,2021-01-07 21:56:32.853928,2021-09-07 07:42:56.149761,732.94,55.0,electronics,3.0,Silver,178271.15,No,Churned
CUST037543,Stacey Gonzalez,39.0,female,United Kingdom,Derrickberg,michelle10@example.org,(849)789-7439,2021-04-02 13:16:57.694176,2021-11-16 21:34:50.792907,4385.89,109.0,Electronics,2.0,GOLD,160183.48,1,0
CUST062124,Kimberly Hubbard,68.0,M,United Kingdom,Amyville,heathersnyder@example.org,(925)359-5752,2022-09-23 03:05:05.967059,2023-02-08 23:57:55.582755,2501.55,147.0,CLOTHING,2.0,Gold,63446.98,True,Churned
CUST047088,Jenny Singh,26.0,F,UK,Thompsonville,briannafisher@example.org,(295)755-9306x721,2021-10-28 16:28:32.465124,2022-05-10 06:54:51.224912,2845.33,3.0,Electronics,4.0,Bronze,25126.07,Yes,Active
CUST047329,Benjamin Rodriguez,30.0,MALE,United States,Porterborough,justin72@example.net,+1-604-317-4640x428,2021-11-02 23:12:15.811358,2022-05-14 16:35:20.277202,437.4,55.0,CLOTHING,4.0,bronze,158279.84,yes,Churned
CUST078184,Ryan Martinez,39.0,MALE,UK,Danielleport,bjenkins@example.net,001-641-788-0725,2023-09-10 00:09:35.429754,2023-11-29 10:01:28.776887,447.27,68.0,Clothing,,Silver,130233.69,0,ACTIVE
CUST084878,Michael Hansen,72.0,male,PK,Steventown,natalierobinson@example.net,(893)764-9890,2024-02-03 16:10:04.806048,2024-03-30 17:14:20.876608,2448.07,148.0,Electronics,,Silver,66516.69,Yes,1
CUST078795,Anthony Hughes,66.0,female,pakistan,Arianaburgh,chernandez@example.com,773-911-6985,2023-09-23 09:27:04.660246,2023-12-10 13:56:19.029790,2567.25,84.0,food,,Silver,59386.87,0,Churned
CUST004453,Gregory Butler,60.0,female,United States,Tylerside,zacharybailey@example.com,866.498.5677x39674,2019-04-08 13:03:47.126271,2020-03-22 08:07:56.932769,4519.07,16.0,CLOTHING,4.0,Gold,159851.88,0,active
CUST063252,David Arnold,26.0,Male,GB,Douglasport,bnguyen@example.net,457-506-6287,2022-10-17 20:14:18.392583,2023-03-01 14:34:32.972729,2127.52,30.0,Electronics,5.0,GOLD,145849.51,False,active
CUST088881,Miguel Ballard,24.0,Male,United Kingdom,Aliciaburgh,archerangela@example.org,429.670.0152x78189,2024-05-01 09:07:35.656556,2024-06-11 20:29:31.649716,3661.94,121.0,Clothing,3.0,silver,30263.73,Yes,ACTIVE
CUST049083,Timothy Wise III,54.0,M,UK,North Breanna,patrickcarpenter@example.com,001-660-464-5737x8026,2021-12-11 09:32:13.111331,2022-06-15 17:41:26.076860,49.46,131.0,Food,1.0,GOLD,81882.18,1,Churned
CUST020763,Dawn Johnson,51.0,male,UK,Sethberg,silvajulian@example.net,518-998-3254x8702,2020-03-30 21:35:57.321573,2021-01-14 07:48:46.073260,4034.68,120.0,Clothing,,Silver,196955.49,False,0
CUST013095,Mary Saunders,59.0,MALE,United Kingdom,East Matthewstad,rosarioalicia@example.com,2338144584,2019-10-14 21:25:04.131041,2020-08-27 05:30:52.326523,773.12,106.0,Beauty,,Gold,39257.05,True,Active
CUST041133,James Herrera,28.0,FEMALE,PK,North Valeriebury,mstewart@example.net,241.806.6858x029,2021-06-20 05:04:01.814418,2022-01-21 11:44:22.982629,3997.78,20.0,Beauty,1.0,Platinum,88569.74,True,churned
CUST041625,Jimmy Chapman,51.0,male,USA,Adamsfort,berrybrian@example.org,681.216.6649x212,2021-06-30 23:46:58.936189,2022-01-30 11:28:26.525065,1218.7,88.0,Books,,GOLD,77735.53,no,Active
CUST022315,Kevin Gutierrez,49.0,MALE,usa,South Emily,thomaskara@example.com,546-835-7786,2020-05-03 21:42:39.949599,2021-02-11 16:20:26.028260,3891.25,102.0,electronics,1.0,Gold,138042.43,Yes,0
CUST026512,Jennifer Parsons,55.0,female,United States,Andreaburgh,anthony47@example.net,(225)519-3945x967,2020-08-03 20:41:01.128611,2021-04-29 08:39:34.295742,620.28,7.0,Electronics,1.0,Gold,137730.59,False,Churned
CUST088644,Mrs. Stephanie Smith MD,33.0,MALE,United States,Port Karen,blewis@example.net,536-712-8047,2024-04-26 04:30:04.482044,2024-06-07 12:34:16.772567,2538.48,140.0,food,5.0,bronze,169487.23,No,1
CUST020846,Vanessa Mason,29.0,Male,UK,East Nicole,erinlarson@example.com,001-901-490-4538x3066,2020-04-01 17:14:39.884798,2021-01-15 20:12:25.207452,1119.04,139.0,CLOTHING,5.0,bronze,28941.92,0,Churned
CUST066862,Bryan Salazar,30.0,Male,USA,New Steven,zmitchell@example.org,231-610-5823x08815,2023-01-04 22:32:23.371433,2023-05-06 13:30:16.038160,143.52,22.0,BOOKS,4.0,Bronze,71557.76,NO,Churned
CUST017403,Scott Clark,55.0,Female,pakistan,North Nathanielfort,bjensen@example.com,(690)983-8634x3560,2020-01-17 06:45:33.075330,2020-11-13 22:30:18.954189,4898.05,61.0,Beauty,3.0,Bronze,29873.29,0,Active
CUST030970,Taylor Harvey,21.0,M,uk,Byrdburgh,lawrenceheather@example.org,001-447-430-7336x4410,2020-11-09 12:54:06.512465,2021-07-19 19:25:22.491224,4879.29,58.0,Clothing,,silver,127662.66,YES,active
CUST073136,Harold Camacho,59.0,female,USA,Port Mitchell,johnchavez@example.org,001-302-571-7145x75485,2023-05-22 09:41:34.716947,2023-08-29 04:33:19.747997,4088.15,10.0,BOOKS,,Silver,176529.72,0,Churned
CUST044465,Robert Ali,43.0,Male,pakistan,New Sethhaven,kristina18@example.net,421.800.7128x11750,2021-09-01 05:11:00.858608,2022-03-23 08:46:10.875708,224.39,15.0,Beauty,3.0,silver,37451.57,True,1
CUST092175,Michaela Rios,50.0,FEMALE,pakistan,Martinside,doylegregory@example.org,(724)607-7694x85296,2024-07-12 13:15:39.069390,2024-08-11 00:51:34.878948,2873.44,34.0,Clothing,4.0,Bronze,131649.02,False,churned
CUST097767,Stephen White,66.0,Female,usa,New Lisaton,stokeswendy@example.com,720.784.2842x472,2024-11-12 01:47:15.136351,2024-11-21 04:51:51.727117,292.39,17.0,Electronics,1.0,bronze,157573.89,Yes,Active
CUST040455,Brenda Lawson,73.0,FEMALE,PK,Johnsonville,collinsmichael@example.com,5847664652,2021-06-05 08:32:38.707587,2022-01-09 02:26:50.296102,1516.96,39.0,food,1.0,Silver,42387.45,YES,active
CUST025971,James Lowery,52.0,F,pakistan,Matthewsshire,wpowell@example.com,(218)850-7094x35536,2020-07-23 00:12:04.903249,2021-04-19 11:26:22.107821,1178.05,125.0,food,,bronze,179098.78,NO,1
CUST015936,Dawn Smith,45.0,Female,USA,Port Danielmouth,andreasims@example.net,450-576-3533x30637,2019-12-16 03:20:39.096390,2020-10-18 03:14:55.220952,4647.12,137.0,electronics,1.0,bronze,73055.03,No,Churned
CUST047796,Stephanie Baker,20.0,M,United States,Jacksonshire,caleb07@example.org,749.291.3819,2021-11-13 04:46:26.859868,2022-05-23 05:21:40.225002,2896.04,112.0,CLOTHING,5.0,silver,162112.64,True,churned
CUST010508,Ashley Burke,35.0,Female,United Kingdom,Martinezfort,lnoble@example.org,001-868-681-0208x953,2019-08-19 05:03:22.070020,2020-07-10 23:09:19.553595,574.89,5.0,food,1.0,Gold,56168.02,Yes,ACTIVE
CUST034879,Katie Ross,37.0,M,USA,West Anneside,hurstkyle@example.org,001-300-964-1563,2021-02-03 04:25:51.327513,2021-09-29 05:27:30.148501,1627.25,146.0,BOOKS,4.0,Gold,132224.16,no,Active
CUST087227,Bethany Nguyen,20.0,FEMALE,USA,West Sheri,joe50@example.org,001-307-704-3389x4296,2024-03-26 03:22:42.649626,2024-05-12 15:14:20.228602,2936.65,111.0,Food,1.0,Bronze,187427.19,Yes,Churned
CUST050926,Sandra Evans,69.0,female,uk,New Lisaborough,maria73@example.org,993-809-7199x546,2022-01-20 18:40:11.232112,2022-07-19 09:49:02.273422,4914.9,73.0,food,5.0,Platinum,194290.16,yes,active
CUST088126,Kristen Anderson,25.0,Female,USA,South Jeffreyton,jasmineclark@example.org,339.985.7374x1359,2024-04-14 20:06:48.244082,2024-05-29 01:26:11.091710,4346.99,125.0,Food,,Gold,76190.06,NO,Active
CUST033814,Mr. Daniel White,44.0,Female,GB,Leonardton,anna57@example.com,7177622024,2021-01-10 20:24:20.606606,2021-09-09 18:28:21.017010,2338.75,83.0,BOOKS,3.0,Bronze,195266.88,0,ACTIVE
CUST008678,Cheryl Welch,34.0,male,United States,South Zachary,josephwilliams@example.com,(235)933-0413x059,2019-07-10 02:45:33.507335,2020-06-07 12:43:44.426244,4625.38,23.0,Food,,Bronze,186689.98,1,Churned
CUST003884,Jaclyn Butler,63.0,MALE,United Kingdom,Travisville,christygordon@example.net,+1-699-594-9397,2019-03-27 01:51:25.698856,2020-03-11 22:38:05.518855,2650.5,54.0,Electronics,1.0,GOLD,59904.28,YES,1
CUST045909,Monica Fritz,31.0,female,usa,Port Gregoryburgh,jacobswanson@example.org,267-959-4096,2021-10-02 20:30:14.850148,2022-04-18 17:56:28.101881,4763.89,108.0,Beauty,5.0,bronze,52232.17,YES,0
CUST051526,Tyler Crawford,32.0,female,United Kingdom,Edwardburgh,liudeborah@example.net,9707942779,2022-02-02 22:10:36.990369,2022-07-30 08:54:28.544685,532.13,108.0,CLOTHING,4.0,Bronze,61768.32,YES,1
CUST028696,Joyce Cantu,25.0,MALE,PK,Jennifershire,shannonamy@example.com,001-270-242-7477x766,2020-09-20 17:07:46.888668,2021-06-08 06:18:33.923139,3410.45,81.0,Books,2.0,GOLD,82713.75,False,0
CUST045860,Amber Vaughn,34.0,MALE,USA,South Heather,dlyons@example.net,238-856-7803x33071,2021-10-01 18:44:15.746557,2022-04-17 20:27:19.456394,500.63,69.0,CLOTHING,3.0,Silver,120720.68,NO,Churned
CUST071540,Wayne Ward,19.0,FEMALE,United States,Lake Carl,dannyellis@example.net,001-338-268-0277x9761,2023-04-17 10:26:38.199982,2023-07-31 00:44:03.866438,4348.45,128.0,Food,2.0,GOLD,162522.32,NO,0
CUST063120,James Ellis,73.0,male,Pakistan,Greeneville,trankatie@example.com,+1-675-921-3964x684,2022-10-14 22:49:36.725767,2023-02-27 04:41:45.193051,4934.39,119.0,Books,,Silver,55281.6,Yes,1
CUST002932,Ashley Compton,19.0,male,United Kingdom,East Amanda,potterlawrence@example.org,877-241-3833x6642,2019-03-06 05:15:08.829088,2020-02-23 13:11:51.835118,-244.43,40.0,Food,,Platinum,164490.2,True,0
CUST029099,Jason Johnson,,M,usa,East Destiny,amber21@example.org,(803)930-3658x29865,2020-09-29 13:02:43.189631,2021-06-15 15:01:07.068670,867.08,52.0,electronics,1.0,Silver,67768.52,Yes,Churned
CUST002316,Thomas Cline,35.0,Male,usa,West Johnville,dankim@example.net,001-317-511-8358,2019-02-20 17:19:54.383943,2020-02-12 07:05:28.863288,4200.03,57.0,CLOTHING,3.0,Bronze,195975.09,No,0
CUST058016,John Sosa,33.0,FEMALE,Pakistan,North Peter,ochoaedward@example.net,+1-357-716-8215x52191,2022-06-25 02:54:45.608856,2022-11-25 22:40:17.712177,851.86,119.0,BOOKS,4.0,Platinum,112923.32,YES,Churned
CUST055048,Jorge Richardson,23.0,male,usa,Palmerview,,+1-996-994-8677,2022-04-21 02:12:14.191341,2022-10-02 17:14:59.756997,1527.62,78.0,Food,3.0,Bronze,37339.49,No,ACTIVE
CUST007083,Thomas Green,53.0,MALE,pakistan,Spencerfurt,ievans@example.com,(269)854-6895,2019-06-05 04:02:10.033300,2020-05-09 09:20:47.088470,1497.83,99.0,Food,,Gold,54323.67,0,Active
CUST023476,David Rhodes,69.0,Female,uk,East Christy,leonard62@example.net,728-529-2282x21969,2020-05-29 08:13:02.791827,2021-03-04 21:25:15.363153,6.84,55.0,food,3.0,Gold,32128.86,YES,churned
CUST019018,David Cooper,19.0,male,United Kingdom,Willisborough,mollybailey@example.com,767-233-1807x6362,2020-02-21 15:59:57.407974,2020-12-13 10:39:27.167671,3105.94,9.0,Electronics,2.0,silver,35766.72,1,churned
CUST094645,Michael Chen,50.0,M,GB,Richardton,angelajimenez@example.com,661.783.8816x889,2024-09-04 16:05:55.107551,2024-09-25 03:54:58.028980,403.69,3.0,food,4.0,Silver,187231.49,no,Churned
CUST093288,Michelle Weber,25.0,female,PK,Dylanport,natalie63@example.net,(563)941-0595,2024-08-05 22:31:35.850958,2024-08-31 08:53:34.112141,1908.0,111.0,Books,2.0,bronze,146068.85,False,1
CUST091868,Vicki Moore,74.0,Male,uk,Lake Shannon,ymoore@example.net,(522)662-1501,2024-07-05 19:49:34.889748,2024-08-05 10:14:41.936819,2318.22,41.0,CLOTHING,4.0,Silver,189568.83,True,1
CUST020803,  Ralph Martinez  ,37.0,male,United Kingdom,Coleshire,eric71@example.net,941-597-7759x3696,2020-03-31 18:37:59.038790,2021-01-15 01:21:07.824678,4065.49,3.0,BOOKS,1.0,Silver,179312.77,No,active
CUST091241,Paul Rivera,19.0,Male,uk,East Autumnport,gbailey@example.com,339.976.2330,2024-06-22 02:07:16.972369,2024-07-24 23:18:54.983349,720.64,83.0,food,4.0,Bronze,165269.18,Yes,churned
CUST007479,Douglas Kemp,25.0,M,Pakistan,New Dorothy,anthony85@example.org,6415152402,2019-06-13 20:16:15.033750,2020-05-16 14:59:10.427504,-231.04,62.0,Clothing,4.0,Bronze,130262.33,NO,0
CUST098159,Jessica Nelson,60.0,FEMALE,usa,Russellborough,waltonphilip@example.net,572.925.6238x122,2024-11-20 15:55:07.965079,2024-11-28 08:45:00.891008,2999.53,70.0,Beauty,,Silver,120447.82,0,ACTIVE
CUST055146,Edward Wade,67.0,M,Pakistan,Brooksbury,ericgibbs@example.org,(682)478-2459,2022-04-23 05:44:12.398523,2022-10-04 12:13:17.047970,868.46,11.0,food,5.0,bronze,187989.99,YES,ACTIVE
CUST005864,Miguel Gonzalez DDS,20.0,FEMALE,United States,Hernandezland,joanne11@example.net,823.398.0640,2019-05-09 11:01:50.701107,2020-04-17 02:50:02.214022,1262.19,114.0,food,4.0,Bronze,48725.35,No,churned
CUST053944,Susan Bailey,45.0,FEMALE,Pakistan,West Kathleenland,ruizjoseph@example.com,001-281-205-5713x353,2022-03-27 21:40:14.796147,2022-09-12 13:09:47.417874,4349.07,64.0,Beauty,,Platinum,35799.09,no,ACTIVE
CUST001667,Jane Lopez,44.0,F,USA,East Johnton,denisewade@example.org,553-268-8499x88596,2019-02-06 12:03:29.522095,2020-01-31 10:30:53.946539,2832.76,41.0,BOOKS,1.0,GOLD,64200.66,YES,ACTIVE
CUST043719,Johnathan Gaines,52.0,Female,United Kingdom,New Valerieborough,ywilson@example.com,+1-400-311-6505x390,2021-08-15 20:54:10.832508,2022-03-09 17:39:37.211772,4236.44,104.0,Books,5.0,GOLD,146530.54,1,1
CUST028020,Madison Bentley,31.0,Male,pakistan,North Clarencehaven,smithsamuel@example.org,001-287-717-5175x3249,2020-09-05 21:39:29.867698,2021-05-26 21:53:38.324183,4309.41,74.0,Food,4.0,GOLD,65557.19,False,active
CUST078940,Eric Green,29.0,Male,USA,West Codyfurt,ethan87@example.org,(821)415-6342,2023-09-26 13:41:55.885158,2023-12-13 05:31:07.878678,2480.02,142.0,Electronics,3.0,Bronze,52441.36,yes,Active
CUST037884,Peter White,26.0,male,UK,Lopezmouth,josephsmith@example.net,001-589-277-7871x733,2021-04-10 00:35:45.333453,2021-11-23 03:06:14.223742,4538.63,97.0,Beauty,3.0,GOLD,49180.45,True,1
CUST054651,Mr. Frank Campbell,57.0,male,United States,Lake Nathan,johnsonlinda@example.net,001-287-379-1788x439,2022-04-12 09:26:36.147961,2022-09-25 11:10:17.874178,3086.25,106.0,BOOKS,1.0,Silver,124246.51,1,1
CUST093153,Brandon Campbell,48.0,MALE,United Kingdom,South Michaelmouth,psmith@example.com,(338)698-5043,2024-08-02 23:32:15.055350,2024-08-28 21:41:50.701107,2972.17,105.0,CLOTHING,1.0,silver,24057.51,1,0
CUST006935,David Gonzales,30.0,F,United Kingdom,Ryantown,tinasimpson@example.net,989.531.8654x5727,2019-06-01 22:12:39.679596,2020-05-06 16:27:02.608226,337.97,42.0,Clothing,2.0,Silver,73736.69,False,Churned
CUST054375,Brian Castro,40.0,FEMALE,Pakistan,Gloriaburgh,sotomonica@example.com,+1-716-364-9080x850,2022-04-06 08:18:36.299163,2022-09-20 10:08:59.789397,2343.29,68.0,CLOTHING,4.0,Bronze,90677.33,True,Active
CUST006613,Melanie Schmidt,37.0,M,United States,North Kevin,stephengarrett@example.net,001-889-316-2435x463,2019-05-25 20:53:19.855998,2020-04-30 19:15:31.509315,4530.48,30.0,Clothing,4.0,Gold,155981.44,NO,Churned
CUST035927,Jodi Anderson,61.0,F,United States,Lake Rose,spowell@example.com,6207870721,2021-02-26 03:31:00.318603,2021-10-18 08:59:24.035640,2060.18,37.0,Food,,Platinum,131920.21,YES,ACTIVE
CUST032930,Thomas Burns,20.0,Female,usa,Williamsbury,vmaynard@example.org,(411)954-4168,2020-12-22 11:33:30.656106,2021-08-24 14:51:08.310683,3547.72,21.0,Clothing,3.0,Bronze,109923.06,NO,Active
CUST035227,Suzanne Todd,35.0,FEMALE,uk,Katherinestad,jeffreymatthews@example.net,001-470-358-5401x667,2021-02-10 19:25:30.267302,2021-10-05 14:03:03.385833,1215.53,92.0,BOOKS,5.0,bronze,105613.84,NO,Churned
CUST020026,Danielle Booth,74.0,FEMALE,United States,Lake Jeffreyburgh,morganjason@example.net,923-367-8545x6982,2020-03-14 18:03:04.681846,2020-12-31 20:38:59.303393,1958.99,19.0,Beauty,1.0,Platinum,78515.19,no,churned
CUST004427,Eric Smith,65.0,male,UK,Jefferyhaven,ann81@example.com,315.596.4654,2019-04-07 23:23:28.010080,2020-03-21 20:43:54.794347,4944.85,41.0,Food,5.0,silver,83039.49,No,0
CUST055332,Tabitha Mcfarland,,M,uk,West Melissa,vazquezleslie@example.com,303-727-8291x56636,2022-04-27 07:32:38.383583,2022-10-07 21:46:46.192061,1852.08,55.0,CLOTHING,1.0,Silver,24687.15,yes,0
CUST020298,Carmen Perry,55.0,F,uk,Johnside,alicia07@example.com,(638)686-7191x0129,2020-03-20 17:04:52.358923,2021-01-05 19:55:03.213032,393.77,79.0,Electronics,2.0,silver,140588.73,NO,Churned
CUST093970,Jose Simmons,31.0,male,GB,Lake Brendamouth,jamestucker@example.com,896.260.3949x460,2024-08-20 21:09:11.129511,2024-09-12 19:56:20.973809,243.36,104.0,Electronics,5.0,bronze,179034.76,no,1
CUST063336,Mrs. Stephanie Santos,49.0,female,United Kingdom,New Scott,qleblanc@example.com,+1-596-706-8401,2022-10-19 16:24:33.998739,2023-03-03 03:24:30.650706,821.8,38.0,Electronics,4.0,Platinum,117697.51,NO,Active
CUST019621,Christopher Baldwin,62.0,female,USA,Clarkeburgh,james25@example.com,938.444.7260,2020-03-05 21:05:02.295022,2020-12-24 11:03:49.070290,3298.08,12.0,food,,GOLD,87972.16,NO,ACTIVE
CUST010730,Melinda Mccall,46.0,male,UK,East Stephanieton,rosejohn@example.org,(463)207-8850x82679,2019-08-24 01:47:37.600576,2020-07-15 00:29:56.273962,2923.1,10.0,Clothing,1.0,bronze,65221.82,No,Active
CUST034816,Jennifer Morgan,27.0,Female,United Kingdom,Port Henry,,344-385-2559,2021-02-01 19:18:09.622896,2021-09-28 01:50:01.890018,641.8,11.0,Clothing,2.0,Bronze,137054.06,yes,1
CUST014081,John Cohen,24.0,FEMALE,usa,South Walter,alexander45@example.com,204.733.1653,2019-11-05 11:54:04.460444,2020-09-14 05:51:36.498964,4563.72,74.0,electronics,1.0,GOLD,121540.41,yes,Active
CUST005665,Jeffrey Herrera,63.0,MALE,United Kingdom,East Danielstad,amber72@example.net,718.892.0869,2019-05-05 02:23:15.157951,2020-04-13 11:34:32.000720,1930.24,19.0,Books,3.0,Gold,60359.28,Yes,0
CUST046898,Cindy Sanchez,34.0,M,USA,Gordonfurt,anthony22@example.org,+1-238-411-2435x31327,2021-10-24 12:33:54.308343,2022-05-06 19:36:07.905679,427.1,100.0,Food,1.0,bronze,156198.98,NO,active
CUST081241,Jim Mcmillan,65.0,M,USA,East Charlesberg,sullivaneric@example.com,474-331-3539x646,2023-11-15 23:40:07.668076,2024-01-24 06:28:17.128971,1619.74,9.0,CLOTHING,5.0,Platinum,49107.37,0,active
CUST008534,Gary Martin,60.0,FEMALE,UK,Port Susanview,brianestrada@example.com,(383)940-6580,2019-07-06 23:02:15.325353,2020-06-04 21:35:14.121141,3852.41,23.0,Clothing,,bronze,58396.21,NO,churned
CUST013757,Ms. Deborah Bartlett MD,65.0,male,PK,Lewisfurt,rnash@example.org,226.586.4504x258,2019-10-29 09:31:38.550985,2020-09-08 07:47:28.312483,3752.89,109.0,Books,4.0,GOLD,178286.64,False,1
CUST060085,Jared Kim,19.0,Male,uk,Cameronfurt,vcarpenter@example.net,+1-624-856-0474x76860,2022-08-09 10:53:11.431914,2023-01-02 17:53:44.804248,896.02,69.0,electronics,5.0,silver,113805.7,False,1
CUST074639,John Stevens,26.0,M,GB,Lake Laura,corey17@example.org,6326866405,2023-06-24 08:02:18.241382,2023-09-25 15:35:51.057510,1221.33,123.0,Clothing,2.0,Silver,187563.99,Yes,active
CUST067187,Heather Lewis,65.0,MALE,usa,South Kelly,fgarner@example.net,539-574-2633x6024,2023-01-12 01:26:22.323823,2023-05-12 12:00:42.768427,1052.65,11.0,electronics,5.0,Bronze,147625.96,0,ACTIVE
CUST065022,Jason Hill,36.0,female,pakistan,Wrightmouth,xalexander@example.net,+1-776-413-1546x955,2022-11-25 14:59:04.379443,2023-04-02 22:41:35.472954,3447.94,146.0,electronics,5.0,Silver,103153.09,True,Churned
CUST062275,Tiffany Thomas,66.0,female,GB,Lake Donna,holly86@example.net,955-477-5078x60021,2022-09-26 10:29:15.449554,2023-02-11 18:10:35.694356,879.46,144.0,BOOKS,2.0,Silver,130754.46,no,Active
CUST071913,Dustin Archer,48.0,Female,USA,East Markfurt,rjones@example.org,5646359449,2023-04-25 14:35:03.213032,2023-08-06 20:17:20.698406,1461.39,125.0,electronics,,silver,199124.54,YES,churned
CUST078686,Heidi Sanders,53.0,F,UK,East Jonberg,plittle@example.com,+1-520-365-0300x45085,2023-09-21 00:08:02.980829,2023-12-08 14:08:37.757177,959.74,44.0,food,4.0,silver,133566.61,1,churned
CUST014385,Kimberly Johnson,33.0,MALE,usa,Fitzpatrickmouth,blankenshipalicia@example.com,(594)489-4045,2019-11-12 03:45:29.511295,2020-09-19 19:09:33.809738,4755.62,120.0,Clothing,4.0,GOLD,37473.76,yes,Churned
CUST013243,Noah Miller,46.0,M,usa,South Brianview,katherinecollins@example.com,(273)731-5315,2019-10-18 03:14:34.484744,2020-08-29 22:24:36.806768,244.44,12.0,food,3.0,Bronze,166493.61,YES,Active
CUST089794,Ricky Donovan,73.0,female,USA,West Jason,cooktony@example.org,+1-957-361-0770x765,2024-05-21 09:13:23.852038,2024-06-28 12:49:42.125821,4561.65,21.0,CLOTHING,1.0,Bronze,193961.78,0,Churned
CUST041268,Jeffrey Clayton,28.0,Male,uk,Port Kevin,valerie58@example.org,(897)416-7665,2021-06-23 04:03:22.610026,2022-01-23 22:56:06.393663,2102.67,127.0,BOOKS,1.0,Gold,144259.25,Yes,1
CUST095386,Benjamin Vasquez,58.0,male,pakistan,West Kathrynmouth,turnermathew@example.net,001-901-308-0441,2024-09-20 21:44:59.918999,2024-10-08 16:49:58.973989,4830.62,142.0,CLOTHING,4.0,bronze,24699.05,NO,Churned
CUST017698,Justin Key,62.0,MALE,PK,Lake Patriciaport,charles65@example.com,320-882-8616x37268,2020-01-23 17:53:00.739807,2020-11-19 07:51:29.370893,3695.23,19.0,CLOTHING,3.0,bronze,168751.46,Yes,churned
CUST051186,Charles Hurley,28.0,F,USA,West Emily,thomaswilliams@example.net,721.352.2917,2022-01-26 11:23:22.394023,2022-07-24 03:49:23.657636,376.49,69.0,Clothing,4.0,silver,137541.57,No,active
CUST077256,Jeffrey Morris,40.0,M,PK,Lake Karen,samanthafigueroa@example.com,949-727-5980,2023-08-20 16:10:31.590315,2023-11-12 11:06:40.144001,2153.81,81.0,Food,4.0,Gold,182821.55,True,Churned
CUST034013,Brenda Hobbs,,male,GB,Gordonfort,williamsmegan@example.org,(678)965-5307x62869,2021-01-15 05:02:56.149761,2021-09-13 09:43:51.230312,689.88,41.0,CLOTHING,2.0,bronze,59555.14,NO,Churned
CUST086978,Erica Reynolds,45.0,Male,usa,South Andrewberg,murphygregg@example.org,(749)843-7732,2024-03-20 16:26:34.959949,2024-05-08 02:03:22.826028,2809.63,6.0,BOOKS,1.0,Platinum,81721.88,NO,Active
CUST002336,Kevin Gaines,68.0,Male,Pakistan,New Kevin,martinezmckenzie@example.net,001-365-475-5154x57866,2019-02-21 03:50:55.242552,2020-02-12 15:51:39.738997,2531.6,137.0,Books,2.0,bronze,119149.77,yes,active
CUST011882,Jennifer Hunt,54.0,F,usa,West Richardside,lauren02@example.org,(374)430-7399x937,2019-09-18 07:34:03.056430,2020-08-05 01:37:58.714787,2235.87,64.0,electronics,,Gold,147853.22,Yes,Active
CUST097446,Arthur Foster,74.0,Male,USA,South Jessemouth,ocollier@example.net,+1-588-353-0568,2024-11-05 00:59:28.355683,2024-11-15 08:06:39.171991,4773.66,52.0,electronics,5.0,GOLD,166043.04,No,Active
CUST015319,Matthew Rivera,46.0,Male,pakistan,West Joel,benjaminwilson@example.net,001-774-961-7970x46468,2019-12-02 14:53:51.608316,2020-10-06 20:42:13.705337,4472.76,97.0,Clothing,,GOLD,180929.69,0,churned
CUST017435,Denise Henry,49.0,Female,Pakistan,Lake Alec,evan10@example.com,681-627-2043,2020-01-17 23:35:10.449104,2020-11-14 12:32:12.355323,4623.26,149.0,food,5.0,bronze,60198.65,NO,active
CUST066062,Lisa Harrison,46.0,M,uk,Nguyenton,brittany62@example.net,(335)611-8269x935,2022-12-18 09:51:49.027090,2023-04-21 22:43:01.009810,2805.13,27.0,Beauty,,Silver,135377.9,0,Active
CUST063177,Steve Moody,60.0,MALE,UK,Allisonfort,david07@example.org,435.553.8506,2022-10-16 04:48:00.172801,2023-02-28 05:41:22.188821,4538.42,43.0,Electronics,1.0,bronze,51756.23,No,Churned
CUST008026,Carlos Scott,33.0,MALE,United Kingdom,North Dawn,westaaron@example.net,4505662845,2019-06-25 19:54:29.516695,2020-05-26 14:50:13.878138,709.37,38.0,CLOTHING,2.0,Bronze,91051.06,yes,1
CUST001111,Gerald Jackson,43.0,FEMALE,uk,West William,kathleen17@example.org,(967)240-5847,2019-01-25 07:41:17.652776,2020-01-21 06:43:03.601836,3813.05,102.0,Books,1.0,Bronze,189780.69,No,churned
CUST045544,Rebecca Ortiz,46.0,FEMALE,Pakistan,North Suzanne,michael70@example.org,+1-633-988-0834x8104,2021-09-24 20:34:14.180541,2022-04-12 01:53:39.620196,3345.53,117.0,Clothing,3.0,silver,86464.33,Yes,active
